# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2114638	2115042	-					rusA		USA300HOU_1986	405		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2114638	2115042	-	ABX29985.1			possible crossover junction endodeoxyribonuclease RusA	rusA		USA300HOU_1986	405	134	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2115051	2115269	-							USA300HOU_1987	219		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2115051	2115269	-	ABX29986.1			hypothetical bacteriophage protein			USA300HOU_1987	219	72	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2115276	2116169	-					dnaD2		USA300HOU_1988	894		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2115276	2116169	-	ABX29987.1			possible DNA replication protein DnaD	dnaD2		USA300HOU_1988	894	297	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2116199	2116669	-					ssb2		USA300HOU_1989	471		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2116199	2116669	-	ABX29988.1			single-stranded DNA-binding protein	ssb2		USA300HOU_1989	471	156	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2116670	2117155	-							USA300HOU_1990	486		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2116670	2117155	-	ABX29989.1			hypothetical protein			USA300HOU_1990	486	161	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2117368	2118288	-					recT		USA300HOU_1991	921		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2117368	2118288	-	ABX29990.1			possible recombination protein RecT	recT		USA300HOU_1991	921	306	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2118290	2120245	-							USA300HOU_1992	1956		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2118290	2120245	-	ABX29991.1			hypothetical protein			USA300HOU_1992	1956	651	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2120242	2120520	-							USA300HOU_1993	279		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2120242	2120520	-	ABX29992.1			hypothetical bacteriophage protein			USA300HOU_1993	279	92	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2120514	2120774	-							USA300HOU_1994	261		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2120514	2120774	-	ABX29993.1			hypothetical bacteriophage protein			USA300HOU_1994	261	86	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2120814	2121074	-							USA300HOU_1995	261		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2120814	2121074	-	ABX29994.1			hypothetical bacteriophage protein			USA300HOU_1995	261	86	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2121169	2121330	-							USA300HOU_1996	162		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2121169	2121330	-	ABX29995.1			hypothetical bacteriophage protein			USA300HOU_1996	162	53	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2121327	2121647	-							USA300HOU_1997	321		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2121327	2121647	-	ABX29996.1			hypothetical bacteriophage protein			USA300HOU_1997	321	106	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2121706	2121936	+							USA300HOU_1998	231		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2121706	2121936	+	ABX29997.1			hypothetical bacteriophage protein			USA300HOU_1998	231	76	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2121933	2122109	-							USA300HOU_1999	177		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2121933	2122109	-	ABX29998.1			hypothetical bacteriophage protein			USA300HOU_1999	177	58	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2122125	2122877	-							USA300HOU_2000	753		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2122125	2122877	-	ABX29999.1			possible bacteriophage antirepressor			USA300HOU_2000	753	250	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2122928	2123257	+							USA300HOU_2001	330		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2122928	2123257	+	ABX30000.1			hypothetical bacteriophage protein			USA300HOU_2001	330	109	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2123246	2123461	-							USA300HOU_2002	216		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2123246	2123461	-	ABX30001.1			hypothetical bacteriophage protein			USA300HOU_2002	216	71	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2123477	2123740	-							USA300HOU_2003	264		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2123477	2123740	-	ABX30002.1			possible transcriptional regulator			USA300HOU_2003	264	87	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2123873	2124586	+							USA300HOU_2004	714		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2123873	2124586	+	ABX30003.1			possible bifunctional S24 family peptidase/transcriptional regulator			USA300HOU_2004	714	237	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2124602	2125534	+							USA300HOU_2005	933		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2124602	2125534	+	ABX30004.1			possible exodeoxyribonuclease			USA300HOU_2005	933	310	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2125540	2125881	+							USA300HOU_2006	342		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2125540	2125881	+	ABX30005.1			hypothetical bacteriophage protein			USA300HOU_2006	342	113	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2126085	2126267	+							USA300HOU_2007	183		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2126085	2126267	+	ABX30006.1			hypothetical bacteriophage protein			USA300HOU_2007	183	60	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2126345	2127058	+							USA300HOU_2008	714		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2126345	2127058	+	ABX30007.1			hypothetical bacteriophage protein			USA300HOU_2008	714	237	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2127249	2128286	+					int		USA300HOU_2009	1038		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2127249	2128286	+	ABX30008.1			bacteriophage integrase	int		USA300HOU_2009	1038	345	
gene	pseudogene	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2128298	2129167	+					hlb2		USA300HOU_2010	870		pseudo
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2129405	2130421	-							USA300HOU_2011	1017		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2129405	2130421	-	ABX30009.1			possible leukocidin subunit			USA300HOU_2011	1017	338	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2130315	2130458	+							USA300HOU_2012	144		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2130315	2130458	+	ABX30010.1			hypothetical protein			USA300HOU_2012	144	47	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2130443	2131498	-							USA300HOU_2013	1056		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2130443	2131498	-	ABX30011.1			possible leukocidin subunit			USA300HOU_2013	1056	351	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2131870	2133156	+							USA300HOU_2014	1287		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2131870	2133156	+	ABX30012.1			M20A family peptidase			USA300HOU_2014	1287	428	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2133177	2133275	-							USA300HOU_2015	99		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2133177	2133275	-	ABX30013.1			hypothetical protein			USA300HOU_2015	99	32	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2133528	2134373	-							USA300HOU_2016	846		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2133528	2134373	-	ABX30014.1			possible methyltransferase			USA300HOU_2016	846	281	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2134435	2135346	-							USA300HOU_2017	912		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2134435	2135346	-	ABX30015.1			ferrichrome ABC superfamily ATP binding cassette transporter, binding protein			USA300HOU_2017	912	303	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2135507	2136814	+							USA300HOU_2018	1308		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2135507	2136814	+	ABX30016.1			Trk family potassium (K+) transporter, ABC protein			USA300HOU_2018	1308	435	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2137667	2138110	-							USA300HOU_2019	444		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2137667	2138110	-	ABX30017.1			GNAT family acetyltransferase			USA300HOU_2019	444	147	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2138275	2138652	-							USA300HOU_2020	378		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2138275	2138652	-	ABX30018.1			hypothetical membrane protein			USA300HOU_2020	378	125	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2138970	2139560	-							USA300HOU_2021	591		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2138970	2139560	-	ABX30019.1			terminase small subunit			USA300HOU_2021	591	196	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2139557	2139769	-							USA300HOU_2022	213		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2139557	2139769	-	ABX30020.1			hypothetical protein			USA300HOU_2022	213	70	
gene	pseudogene	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2139902	2140249	+							USA300HOU_2023	348		pseudo
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2140471	2142087	-					groEL		USA300HOU_2024	1617		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2140471	2142087	-	ABX30021.1			chaperone GroEL	groEL		USA300HOU_2024	1617	538	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2142163	2142447	-					groES		USA300HOU_2025	285		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2142163	2142447	-	ABX30022.1			chaperone GroES	groES		USA300HOU_2025	285	94	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2142622	2143365	+							USA300HOU_2026	744		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2142622	2143365	+	ABX30023.1			hypothetical membrane protein			USA300HOU_2026	744	247	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2143390	2144643	-					sdrH		USA300HOU_2027	1254		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2143390	2144643	-	ABX30024.1			Ser-Asp rich fibrinogen/bone sialoprotein bindin protein SdrH	sdrH		USA300HOU_2027	1254	417	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2144840	2145466	+							USA300HOU_2028	627		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2144840	2145466	+	ABX30025.1			possible nitroreductase			USA300HOU_2028	627	208	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2145827	2146612	+							USA300HOU_2029	786		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2145827	2146612	+	ABX30026.1			amidohydrolase			USA300HOU_2029	786	261	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2146688	2146789	-							USA300HOU_2030	102		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2146688	2146789	-	ABX30027.1			hypothetical protein			USA300HOU_2030	102	33	
gene	misc_RNA	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2147086	2147378	-							USA300HOU_nc0020	293		
misc_RNA		GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2147086	2147378	-				RNAIII			USA300HOU_nc0020	293		
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2147209	2147343	-					hld		USA300HOU_2031	135		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2147209	2147343	-	ABX30028.1			delta-hemolysin	hld		USA300HOU_2031	135	44	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2147579	2148148	+					agrB		USA300HOU_2032	570		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2147579	2148148	+	ABX30029.1			accessory gene regulator protein B	agrB		USA300HOU_2032	570	189	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2148145	2148285	+					agrD		USA300HOU_2033	141		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2148145	2148285	+	ABX30030.1			accessory gene regulator protein D	agrD		USA300HOU_2033	141	46	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2148310	2149602	+					agrC		USA300HOU_2034	1293		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2148310	2149602	+	ABX30031.1			accessory gene regulator protein C	agrC		USA300HOU_2034	1293	430	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2149621	2150337	+					agrA		USA300HOU_2035	717		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2149621	2150337	+	ABX30032.1			accessory gene regulator protein A	agrA		USA300HOU_2035	717	238	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2150409	2150516	+							USA300HOU_2036	108		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2150409	2150516	+	ABX30033.1			hypothetical protein			USA300HOU_2036	108	35	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2150704	2151663	-					frk		USA300HOU_2037	960		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2150704	2151663	-	ABX30034.1			fructokinase	frk		USA300HOU_2037	960	319	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2151660	2153144	-					scrB		USA300HOU_2038	1485		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2151660	2153144	-	ABX30035.1			beta-fructofuranosidase	scrB		USA300HOU_2038	1485	494	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2153293	2154243	-					scrR		USA300HOU_2039	951		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2153293	2154243	-	ABX30036.1			sucrose operon repressor	scrR		USA300HOU_2039	951	316	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2154426	2155676	-					amtB		USA300HOU_2040	1251		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2154426	2155676	-	ABX30037.1			AMT family ammonium or ammonia transporter	amtB		USA300HOU_2040	1251	416	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2155884	2156108	-							USA300HOU_2041	225		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2155884	2156108	-	ABX30038.1			hypothetical protein			USA300HOU_2041	225	74	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2156168	2157247	-							USA300HOU_2042	1080		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2156168	2157247	-	ABX30039.1			hypothetical membrane protein			USA300HOU_2042	1080	359	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2160728	2162338	+					mutS2		USA300HOU_2043	1611		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2160728	2162338	+	ABX30040.1			possible DNA mismatch repair protein MutS	mutS2		USA300HOU_2043	1611	536	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2162440	2163465	-							USA300HOU_2044	1026		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2162440	2163465	-	ABX30041.1			M22 family O-sialoglycoprotein endopeptidase			USA300HOU_2044	1026	341	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2163458	2163922	-							USA300HOU_2045	465		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2163458	2163922	-	ABX30042.1			ribosomal-protein-alanine acetyltransferase			USA300HOU_2045	465	154	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2163895	2164557	-							USA300HOU_2046	663		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2163895	2164557	-	ABX30043.1			M22 family O-sialoglycoprotein endopeptidase			USA300HOU_2046	663	220	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2164538	2165032	-							USA300HOU_2047	495		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2164538	2165032	-	ABX30044.1			hypothetical protein			USA300HOU_2047	495	164	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2165510	2167198	+					ilvD		USA300HOU_2048	1689		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2165510	2167198	+	ABX30045.1			dihydroxy-acid dehydratase	ilvD		USA300HOU_2048	1689	562	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2167226	2168995	+					ilvB1		USA300HOU_2049	1770		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2167226	2168995	+	ABX30046.1			acetolactate synthase large subunit	ilvB1		USA300HOU_2049	1770	589	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2168995	2169249	+					ilvH		USA300HOU_2050	255		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2168995	2169249	+	ABX30047.1			acetolactate synthase small subunit	ilvH		USA300HOU_2050	255	84	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2169386	2170390	+					ilvC		USA300HOU_2051	1005		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	2169386	2170390	+	ABX30048.1			ketol-acid reductoisomerase	ilvC		USA300HOU_2051	1005	334	
